Product_ID,Sale_month,Profit_per_month,Total_monthly_quantity,Avg_monthly_profit_margin,weight_monthly_profit_margin,Previous_month_profit,Profitchange_MtM
1061,2023-09-01,6983.75,25,9.229,10.167,12289.34,-5305.59
1061,2023-10-01,12306.94,37,6.673,7.15,6983.75,5323.19
1061,2023-12-01,35500.73,77,19.813,23.715,12306.94,23193.79
1062,2023-01-01,1978.65,15,2.698,2.773,,
1062,2023-03-01,23874.72,69,8.922,8.214,1978.65,21896.07
1062,2023-04-01,2757.08,58,4.079,2.048,23874.72,-21117.64
1062,2023-05-01,15683.28,100,25.359,26.468,2757.08,12926.2
1062,2023-07-01,34468.5,102,16.523,22.457,15683.28,18785.22
1062,2023-09-01,6107.22,37,3.422,3.543,34468.5,-28361.28
1062,2023-10-01,1810.24,4,22.248,28.614,6107.22,-4296.98
1062,2023-11-01,21455.74,110,14.563,11.803,1810.24,19645.5
1062,2023-12-01,1131.46,11,7.956,8.643,21455.74,-20324.28
1063,2023-03-01,20994.96,42,29.934,42.722,,
1063,2023-04-01,13572.4,40,13.903,16.147,20994.96,-7422.56
1063,2023-05-01,31052.41,86,8.439,9.1,13572.4,17480.01
1063,2023-06-01,5388.75,25,5.117,5.393,31052.41,-25663.66
1063,2023-07-01,6427.52,32,17.077,20.594,5388.75,1038.77
1063,2023-08-01,24672.28,57,23.299,18.56,6427.52,18244.76
1063,2023-10-01,5050.2,31,6.72,8.361,24672.28,-19622.08
1063,2023-12-01,26000.4,60,15.998,19.04,5050.2,20950.2
1064,2023-01-01,3496.8,20,3.93,4.99,,
1064,2023-04-01,5200.26,13,19.556,24.31,3496.8,1703.46
1064,2023-05-01,4169.28,16,17.396,10.242,5200.26,-1030.98
1064,2023-06-01,13813.5,67,12.929,14.833,4169.28,9644.22
1064,2023-08-01,335.9,5,13.76,15.955,13813.5,-13477.6
1064,2023-12-01,7658.0,35,4.274,4.465,335.9,7322.1
1065,2023-01-01,1108.56,18,3.345,3.033,,
1065,2023-06-01,1337.44,13,7.135,7.683,1108.56,228.88
1065,2023-08-01,7140.64,26,5.954,6.331,1337.44,5803.2
1065,2023-11-01,1196.22,21,3.54,3.435,7140.64,-5944.42
1065,2023-12-01,3198.69,27,17.392,3.947,1196.22,2002.47
1066,2023-01-01,13644.48,48,9.895,10.981,,
1066,2023-03-01,763.14,7,17.238,20.828,13644.48,-12881.34
1066,2023-06-01,2917.85,13,5.15,5.429,763.14,2154.71
1066,2023-07-01,5556.43,19,18.138,13.178,2917.85,2638.58
1066,2023-08-01,2352.8,20,10.965,12.316,5556.43,-3203.63
1066,2023-09-01,22857.04,47,26.935,36.864,2352.8,20504.24
1066,2023-10-01,1792.24,4,8.882,9.747,22857.04,-21064.8
1067,2023-01-01,15501.6,48,60.525,153.326,,
1067,2023-03-01,9875.6,28,9.179,10.106,15501.6,-5626.0
1067,2023-04-01,6027.69,17,11.128,12.522,9875.6,-3847.91
1067,2023-05-01,5139.04,81,3.249,2.592,6027.69,-888.65
1067,2023-06-01,15985.97,59,4.957,6.522,5139.04,10846.93
1067,2023-07-01,22294.17,63,22.779,18.169,15985.97,6308.2
1067,2023-09-01,3776.96,37,5.499,5.819,22294.17,-18517.21
1068,2023-02-01,699.82,22,0.871,0.879,,
1068,2023-04-01,4178.18,31,4.079,4.253,699.82,3478.36
1068,2023-08-01,5077.17,21,17.465,21.161,4178.18,898.99
1068,2023-09-01,4174.52,14,20.725,26.143,5077.17,-902.65
1068,2023-11-01,14623.56,42,22.229,28.582,4174.52,10449.04
1069,2023-01-01,2301.6,6,17.824,21.689,,
1069,2023-02-01,8268.66,18,14.268,16.643,2301.6,5967.06
1069,2023-03-01,19925.17,76,9.384,7.449,8268.66,11656.51
1069,2023-05-01,20121.58,74,30.427,35.47,19925.17,196.41
1069,2023-06-01,2044.56,42,3.283,3.394,20121.58,-18077.02
1069,2023-08-01,188.04,4,1.856,1.891,2044.56,-1856.52
1069,2023-10-01,15845.62,46,8.595,9.403,188.04,15657.58
1069,2023-11-01,10514.91,23,46.3,86.219,15845.62,-5330.71
1069,2023-12-01,16137.52,47,8.781,10.268,10514.91,5622.61
1070,2023-01-01,2384.4,12,23.024,29.91,,
1070,2023-03-01,3637.95,15,6.225,6.638,2384.4,1253.55
1070,2023-05-01,2109.94,14,3.818,3.969,3637.95,-1528.01
1070,2023-11-01,8013.73,49,18.252,6.34,2109.94,5903.79
1070,2023-12-01,3633.77,41,5.54,6.191,8013.73,-4379.96
1071,2023-05-01,2254.5,6,11.717,13.272,,
1071,2023-06-01,13609.75,35,56.794,131.448,2254.5,11355.25
1071,2023-10-01,10657.24,22,15.206,17.932,13609.75,-2952.51
1071,2023-11-01,13211.93,59,5.847,5.572,10657.24,2554.69
1071,2023-12-01,17121.2,40,22.819,29.566,13211.93,3909.27
1072,2023-02-01,9423.96,26,9.056,9.957,,
1072,2023-06-01,10353.35,35,6.368,6.801,9423.96,929.39
1072,2023-08-01,7688.16,63,7.917,3.93,10353.35,-2665.19
1072,2023-11-01,18645.59,64,33.613,53.096,7688.16,10957.43
1072,2023-12-01,9462.66,23,19.835,24.742,18645.59,-9182.93
1073,2023-05-01,9374.25,29,13.056,15.016,,
1073,2023-10-01,18578.25,90,6.91,5.96,9374.25,9204.0
1073,2023-11-01,8609.76,48,6.32,6.746,18578.25,-9968.49
1073,2023-12-01,39026.28,111,28.561,15.972,8609.76,30416.52
1074,2023-01-01,17250.1,38,24.555,32.547,,
1074,2023-02-01,4367.31,32,16.82,11.935,17250.1,-12882.79
1074,2023-03-01,8600.92,38,7.978,8.67,4367.31,4233.61
1074,2023-05-01,658.84,2,9.404,10.38,8600.92,-7942.08
1074,2023-08-01,14011.33,31,12.91,25.153,658.84,13352.49
1074,2023-09-01,11366.55,29,69.296,225.687,14011.33,-2644.78
1074,2023-11-01,20627.46,42,18.803,23.158,11366.55,9260.91
1074,2023-12-01,2744.74,19,34.141,51.839,20627.46,-17882.72
1075,2023-01-01,576.68,26,0.487,0.489,,
1075,2023-04-01,28208.98,81,8.151,8.881,576.68,27632.3
1075,2023-05-01,1771.56,36,1.122,1.134,28208.98,-26437.42
1075,2023-06-01,15555.36,56,21.116,23.003,1771.56,13783.8
1075,2023-08-01,26033.43,101,13.11,11.853,15555.36,10478.07
1075,2023-10-01,8171.82,18,16.925,20.373,26033.43,-17861.61
1075,2023-11-01,8551.81,37,12.122,13.795,8171.82,379.99
1076,2023-01-01,3952.32,16,11.171,12.576,,
1076,2023-02-01,350.71,17,3.302,3.415,3952.32,-3601.61
1076,2023-03-01,2421.67,23,3.676,3.816,350.71,2070.96
1076,2023-04-01,3932.48,32,2.755,2.833,2421.67,1510.81
1076,2023-09-01,6264.7,26,12.03,13.675,3932.48,2332.22
1076,2023-10-01,5900.88,23,12.929,14.849,6264.7,-363.82
1076,2023-12-01,9584.04,62,4.498,5.045,5900.88,3683.16
1077,2023-01-01,13479.2,35,39.683,65.791,,
1077,2023-02-01,3787.56,12,11.506,13.002,13479.2,-9691.64
1077,2023-08-01,18783.22,68,41.532,9.842,3787.56,14995.66
1077,2023-10-01,7487.86,28,19.655,24.094,18783.22,-11295.36
1077,2023-12-01,4342.8,24,7.418,8.012,7487.86,-3145.06
1078,2023-01-01,10963.08,36,6.275,6.695,,
1078,2023-02-01,7679.77,49,4.923,5.178,10963.08,-3283.31
1078,2023-03-01,8740.38,33,9.951,11.051,7679.77,1060.61
1078,2023-04-01,15346.31,49,14.586,17.077,8740.38,6605.93
1078,2023-06-01,1300.36,29,1.391,1.411,15346.31,-14045.95
1078,2023-07-01,679.59,3,20.066,25.104,1300.36,-620.77
1078,2023-11-01,1580.96,8,5.404,5.712,679.59,901.37
1078,2024-01-01,10563.84,42,79.865,396.657,1580.96,8982.88
1079,2023-06-01,12524.51,83,18.25,14.176,,
1079,2023-08-01,6987.37,53,5.61,7.451,12524.51,-5537.14
1079,2023-10-01,9160.84,50,8.664,9.17,6987.37,2173.47
1080,2023-01-01,17954.84,91,7.637,6.718,,
1080,2023-02-01,3678.03,9,26.363,35.801,17954.84,-14276.81
1080,2023-06-01,14707.35,35,31.806,46.64,3678.03,11029.32
1080,2023-07-01,5146.26,14,8.178,8.906,14707.35,-9561.09
1080,2023-08-01,6538.17,29,8.117,8.786,5146.26,1391.91
1080,2023-11-01,10857.28,32,9.039,9.937,6538.17,4319.11
1081,2023-01-01,14047.0,44,34.034,51.593,,
1081,2023-02-01,3983.56,41,3.375,3.492,14047.0,-10063.44
1081,2023-04-01,21558.83,63,13.445,20.269,3983.56,17575.27
1081,2023-07-01,607.68,16,1.479,1.501,21558.83,-20951.15
1081,2023-09-01,7063.99,23,19.9,24.844,607.68,6456.31
1081,2023-10-01,6071.54,23,15.757,18.704,7063.99,-992.45
1082,2023-05-01,454.78,2,14.422,16.852,,
1082,2023-06-01,6265.7,32,14.68,15.309,454.78,5810.92
1082,2023-07-01,34507.94,94,16.907,16.202,6265.7,28242.24
1082,2023-08-01,12546.54,43,11.305,12.746,34507.94,-21961.4
1082,2023-11-01,10190.55,41,17.201,20.774,12546.54,-2355.99
1083,2023-01-01,12897.9,34,24.518,32.481,,
1083,2023-02-01,7718.2,20,9.639,10.668,12897.9,-5179.7
1083,2023-04-01,6243.12,29,8.204,8.937,7718.2,-1475.08
1083,2023-08-01,5609.1,42,5.061,5.33,6243.12,-634.02
1084,2023-01-01,1502.55,21,11.037,12.406,,
1084,2023-02-01,12155.5,35,42.723,74.59,1502.55,10652.95
1084,2023-03-01,8539.2,40,6.877,7.384,12155.5,-3616.3
1084,2023-06-01,17329.83,49,7.613,8.24,8539.2,8790.63
1084,2023-08-01,5613.93,21,7.1,7.642,17329.83,-11715.9
1084,2023-09-01,7358.88,66,28.783,12.779,5613.93,1744.95
1084,2023-11-01,1395.3,15,2.647,2.719,7358.88,-5963.58
1085,2023-01-01,5926.08,16,43.964,78.457,,
1085,2023-02-01,20494.8,45,12.044,13.693,5926.08,14568.72
1085,2023-03-01,16056.0,45,6.969,7.491,20494.8,-4438.8
1085,2023-06-01,6581.52,50,5.035,5.528,16056.0,-9474.48
1085,2023-09-01,17533.6,40,9.694,10.735,6581.52,10952.08
1085,2023-11-01,13361.6,32,27.977,38.844,17533.6,-4172.0
1085,2023-12-01,1769.46,42,1.333,1.351,13361.6,-11592.14
1086,2023-01-01,1829.68,8,12.72,14.574,,
1086,2023-02-01,1284.6,5,4.949,5.207,1829.68,-545.08
1086,2023-04-01,11929.28,32,9.056,9.958,1284.6,10644.68
1086,2023-05-01,9432.75,25,14.368,16.779,11929.28,-2496.53
1086,2023-06-01,788.9,49,1.269,0.73,9432.75,-8643.85
1086,2023-07-01,10899.27,45,14.96,12.141,788.9,10110.37
1086,2023-08-01,14116.8,48,10.049,11.172,10899.27,3217.53
1086,2023-09-01,3181.21,17,4.39,4.592,14116.8,-10935.59
1086,2023-10-01,13834.24,32,83.592,509.451,3181.21,10653.03
1086,2023-11-01,6157.6,17,24.698,22.067,13834.24,-7676.64
1086,2023-12-01,35888.87,79,48.085,30.754,6157.6,29731.27
1087,2023-01-01,22700.96,87,6.6,7.071,,
1087,2023-02-01,2796.75,15,4.376,4.576,22700.96,-19904.21
1087,2023-04-01,2150.86,43,9.42,10.399,2796.75,-645.89
1087,2023-05-01,2517.1,10,5.936,6.311,2150.86,366.24
1087,2023-09-01,2088.4,20,35.077,54.028,2517.1,-428.7
1087,2023-10-01,8174.5,55,5.715,8.157,2088.4,6086.1
1087,2023-11-01,5506.2,30,20.803,26.267,8174.5,-2668.3
1088,2023-01-01,344.08,11,0.799,0.805,,
1088,2023-04-01,13568.23,29,42.248,73.153,344.08,13224.15
1088,2023-07-01,309.26,1,6.589,7.053,13568.23,-13258.97
1088,2023-09-01,5603.76,12,9.616,10.639,309.26,5294.5
1088,2023-10-01,5558.08,56,1.678,2.274,5603.76,-45.68
1088,2023-11-01,2198.89,21,5.387,4.779,5558.08,-3359.19
1088,2023-12-01,9960.8,20,9.788,10.85,2198.89,7761.91
1089,2023-01-01,8179.15,35,5.429,5.74,,
1089,2023-03-01,649.56,4,3.794,3.944,8179.15,-7529.59
1089,2023-06-01,5469.1,35,3.828,3.98,649.56,4819.54
1089,2023-07-01,4855.53,31,15.635,18.533,5469.1,-613.57
1089,2023-08-01,1984.0,4,10.491,11.721,4855.53,-2871.53
1089,2023-09-01,18946.56,88,6.995,6.98,1984.0,16962.56
1089,2023-10-01,43938.83,106,12.235,12.211,18946.56,24992.27
1089,2023-11-01,9621.3,55,4.849,4.179,43938.83,-34317.53
1089,2023-12-01,14662.4,32,9.735,10.785,9621.3,5041.1
1090,2023-01-01,19512.28,48,10.836,11.596,,
1090,2023-02-01,1597.64,44,1.015,1.025,19512.28,-17914.64
1090,2023-03-01,18982.83,47,14.878,17.478,1597.64,17385.19
1090,2023-04-01,11745.3,35,22.888,29.682,18982.83,-7237.53
1090,2023-06-01,37364.19,129,32.485,15.472,11745.3,25618.89
1090,2023-07-01,14713.5,55,6.936,8.076,37364.19,-22650.69
1090,2023-08-01,9926.51,31,12.002,13.639,14713.5,-4786.99
1090,2023-09-01,19524.42,58,37.184,17.257,9926.51,9597.91
1090,2023-10-01,23353.92,48,9.262,10.207,19524.42,3829.5
1090,2023-11-01,16625.57,49,31.809,13.772,23353.92,-6728.35
1090,2023-12-01,495.88,46,0.231,0.231,16625.57,-16129.69
1091,2023-04-01,15675.12,36,9.925,11.019,,
1091,2023-05-01,2671.92,24,2.968,3.059,15675.12,-13003.2
1091,2023-09-01,14129.28,44,13.343,15.398,2671.92,11457.36
1091,2023-10-01,20450.07,54,18.105,18.898,14129.28,6320.79
1092,2023-01-01,15266.86,79,5.936,4.831,,
1092,2023-02-01,32173.27,95,10.177,10.999,15266.86,16906.41
1092,2023-03-01,14748.48,67,8.91,8.742,32173.27,-17424.79
1092,2023-05-01,2707.6,20,16.849,20.263,14748.48,-12040.88
1092,2023-06-01,21721.14,68,14.607,17.148,2707.6,19013.54
1092,2023-07-01,18188.62,47,10.672,14.972,21721.14,-3532.52
1092,2023-08-01,17858.86,76,9.915,7.089,18188.62,-329.76
1092,2023-11-01,27972.05,75,9.938,11.063,17858.86,10113.19
1092,2023-12-01,8220.6,21,29.169,22.433,27972.05,-19751.45
1093,2023-04-01,14685.11,51,7.322,7.07,,
1093,2023-05-01,631.72,17,4.86,5.109,14685.11,-14053.39
1093,2023-06-01,11563.4,38,77.848,351.426,631.72,10931.68
1093,2023-08-01,2654.28,6,65.296,188.151,11563.4,-8909.12
1093,2023-09-01,1828.08,59,1.798,1.6,2654.28,-826.2
1093,2023-10-01,8764.38,65,6.742,7.244,1828.08,6936.3
1093,2023-11-01,24043.78,68,28.286,26.494,8764.38,15279.4
1094,2023-01-01,25646.76,108,5.711,6.742,,
1094,2023-02-01,6684.74,54,4.216,3.499,25646.76,-18962.02
1094,2023-03-01,4918.13,49,14.021,16.308,6684.74,-1766.61
1094,2023-12-01,7804.26,27,28.813,11.882,4918.13,2886.13
1095,2023-03-01,18914.96,59,12.614,16.487,,
1095,2023-04-01,2960.43,19,5.309,5.342,18914.96,-15954.53
1095,2023-08-01,5398.2,20,27.013,37.011,2960.43,2437.77
1095,2023-10-01,4185.72,21,24.296,32.094,5398.2,-1212.48
1095,2023-11-01,25673.11,76,20.192,14.151,4185.72,21487.39
1095,2023-12-01,1457.2,4,10.247,11.416,25673.11,-24215.91
1096,2023-01-01,4277.88,27,3.19,3.295,,
1096,2023-02-01,9670.76,31,15.321,18.093,4277.88,5392.88
1096,2023-03-01,12715.68,48,9.76,10.816,9670.76,3044.92
1096,2023-04-01,4652.1,45,22.411,28.884,12715.68,-8063.58
1096,2023-05-01,2365.44,32,6.937,7.454,4652.1,-2286.66
1096,2023-06-01,8177.46,20,40.104,24.748,2365.44,5812.02
1096,2023-07-01,11967.34,38,7.374,7.962,8177.46,3789.88
1096,2023-08-01,9357.9,30,7.285,7.857,11967.34,-2609.44
1096,2023-09-01,9743.95,23,41.043,69.614,9357.9,386.05
1096,2023-10-01,4601.9,10,13.586,15.722,9743.95,-5142.05
1096,2023-11-01,5026.9,17,9.632,10.659,4601.9,425.0
1096,2023-12-01,1432.0,20,3.465,3.589,5026.9,-3594.9
1097,2023-02-01,11839.23,27,9.98,11.086,,
1097,2023-03-01,14241.02,48,11.743,12.814,11839.23,2401.79
1097,2023-06-01,282.4,10,1.289,1.306,14241.02,-13958.62
1097,2023-09-01,19770.84,54,14.47,18.787,282.4,19488.44
1097,2023-10-01,12214.38,76,4.155,3.641,19770.84,-7556.46
1098,2023-03-01,1502.71,11,15.558,18.424,,
1098,2023-04-01,990.25,5,6.297,6.72,1502.71,-512.46
1098,2023-07-01,3863.27,19,4.774,5.014,990.25,2873.02
1098,2023-10-01,2182.32,21,12.536,14.333,3863.27,-1680.95
1098,2023-11-01,2943.76,31,3.794,3.944,2182.32,761.44
1098,2023-12-01,4474.96,28,3.941,4.103,2943.76,1531.2
1098,2024-01-01,3189.45,11,57.603,135.865,4474.96,-1285.51
1099,2023-01-01,2444.35,31,1.673,1.702,,
1099,2023-02-01,16311.1,67,12.399,11.657,2444.35,13866.75
1099,2023-03-01,4243.6,10,21.7,27.714,16311.1,-12067.5
1099,2023-04-01,10586.76,57,3.719,3.951,4243.6,6343.16
1099,2023-05-01,12088.32,48,6.819,7.318,10586.76,1501.56
1099,2023-06-01,8907.94,33,7.151,13.645,12088.32,-3180.38
1099,2023-08-01,15410.0,61,4.869,5.948,8907.94,6502.06
1099,2023-10-01,39081.33,119,25.723,18.681,15410.0,23671.33
1099,2023-12-01,12485.59,76,4.485,5.02,39081.33,-26595.74
1100,2023-02-01,15346.27,43,14.432,16.866,,
1100,2023-05-01,1380.11,29,1.319,1.337,15346.27,-13966.16
1100,2023-08-01,1575.09,43,3.22,3.328,1380.11,194.98
1100,2023-09-01,15866.02,36,51.764,44.049,1575.09,14290.93
1100,2023-11-01,5069.55,15,31.425,74.18,15866.02,-10796.47
1100,2023-12-01,16256.5,73,4.585,5.187,5069.55,11186.95
